demand_index,time_slot,day_of_week,competition_pressure,operational_cost,seasonality_index,marketing_intensity,dynamic_price
119.0,4.0,8.0,0.22,122.44,1.48,0.84,455.38271487592016
-3.0,-4.0,1.0,0.16,123.36,1.37,-0.1,162.6638333378303
96.0,17.0,5.0,1.51,71.59,1.22,0.62,353.6954327820233
24.0,15.0,7.0,0.64,131.75,0.67,0.71,
30.0,21.0,5.0,0.96,165.46,1.16,0.74,233.7765025776378
-16.0,5.0,6.0,0.23,147.3,1.04,0.64,166.63131147425827
24.0,15.0,7.0,0.83,127.4,1.02,0.1,245.9347019907017
38.0,10.0,6.0,1.25,80.48,0.58,0.63,163.7108369508268
109.0,4.0,5.0,0.14,111.95,1.46,0.73,1301.5219768410218
61.0,23.0,6.0,1.05,115.76,1.17,-0.04,259.25102332961376
14.0,5.0,,0.73,,,0.33,172.62214447801418
-5.0,23.0,,0.63,112.37,1.13,0.74,148.30980175862652
37.0,14.0,4.0,0.75,63.09,1.36,0.19,235.3924364958356
20.0,23.0,8.0,1.01,104.9,1.0,0.83,192.41073804658998
23.0,18.0,4.0,0.95,52.13,1.12,0.38,163.0496260121394
89.0,18.0,7.0,,69.45,1.12,0.24,
127.0,20.0,0.0,-0.16,124.23,1.34,0.91,460.7442088168827
38.0,26.0,5.0,1.37,,0.6,-0.09,94.13018874011243
96.0,26.0,,0.56,-18.45,1.37,-0.13,346.2317105650226
11.0,4.0,3.0,1.48,146.85,0.65,1.16,148.0793821309487
63.0,3.0,7.0,,152.29,,0.25,246.05291220992228
18.0,4.0,0.0,1.23,142.96,1.48,0.31,177.05004846807648
122.0,9.0,1.0,1.58,171.54,,0.97,365.99768108710305
125.0,25.0,1.0,0.1,,1.39,0.04,481.38938920880236
8.0,12.0,,0.48,72.54,0.87,0.75,259.60876554598525
108.0,8.0,3.0,1.21,186.48,0.95,0.05,390.1851447823563
86.0,,2.0,0.98,114.53,0.57,1.13,311.9292382945238
97.0,14.0,1.0,0.75,115.77,1.42,-0.05,385.0134899761838
24.0,25.0,,1.16,170.17,0.86,0.09,211.838364221274
,15.0,0.0,1.26,74.98,,,271.5298821545291
13.0,23.0,7.0,0.72,134.15,1.39,0.1,183.9940351866391
128.0,22.0,8.0,,153.26,0.63,0.53,448.1747293864246
99.0,2.0,3.0,0.85,177.12,0.95,1.1,389.5955306479428
82.0,7.0,7.0,0.2,103.89,0.79,1.16,335.6103226458406
19.0,5.0,6.0,0.5,151.36,0.71,0.38,
-6.0,7.0,8.0,1.12,85.4,0.97,0.71,130.74222322828027
23.0,,6.0,1.49,55.29,1.32,0.3,155.96212106267467
94.0,-2.0,0.0,,137.73,1.05,,350.4051731524106
-4.0,0.0,3.0,0.64,67.94,0.78,0.95,162.55109711320267
84.0,13.0,5.0,-0.11,138.06,0.71,-0.16,374.6235949117132
27.0,23.0,8.0,-0.08,95.42,1.39,0.79,321.11639928196644
64.0,15.0,3.0,0.22,182.75,1.13,0.89,415.0928029367165
110.0,13.0,1.0,0.6,141.6,1.33,0.67,389.4052842942141
-4.0,15.0,5.0,0.23,146.52,1.25,0.29,193.08607512207297
60.0,24.0,2.0,1.28,142.62,0.62,0.54,251.6590402371182
4.0,8.0,2.0,0.18,95.45,1.03,,236.3473506131939
-5.0,14.0,2.0,1.41,153.68,1.23,0.8,129.04011481396057
,,5.0,0.19,104.09,0.57,0.26,203.75143161779567
81.0,8.0,1.0,0.5,51.44,0.62,0.09,816.5419655118014
11.0,10.0,2.0,0.08,105.48,1.36,-0.19,262.20922757879185
,26.0,6.0,1.48,89.59,0.93,0.47,186.08963959671848
4.0,19.0,3.0,,81.17,1.31,0.46,142.0779585699978
120.0,21.0,2.0,0.22,156.18,1.42,0.54,486.4004943678388
86.0,7.0,7.0,1.03,151.23,1.49,0.08,346.3372665744824
59.0,20.0,0.0,-0.04,115.64,1.36,0.95,370.15895859151635
93.0,13.0,5.0,1.46,106.37,0.94,1.07,342.096391369019
84.0,20.0,6.0,1.24,163.1,0.76,0.89,331.9803957120728
63.0,12.0,0.0,1.5,113.53,0.61,0.78,206.24044575408274
7.0,4.0,2.0,0.52,146.7,1.13,0.74,191.1697980882326
-13.0,16.0,,0.53,73.56,1.38,1.16,178.38788222770222
85.0,23.0,8.0,,168.59,1.01,0.02,331.0239397060529
41.0,,2.0,1.34,,1.1,0.05,202.92195409813803
80.0,20.0,8.0,0.72,171.01,1.06,,362.6935553609134
70.0,6.0,7.0,0.75,139.27,1.17,0.29,326.26905250186104
80.0,11.0,1.0,0.1,106.65,0.69,0.96,373.2371415556289
16.0,15.0,6.0,0.92,71.26,1.2,0.53,182.98111651817428
10.0,3.0,,-0.18,137.8,,1.07,230.6472326371972
75.0,8.0,7.0,-0.03,180.92,1.45,1.27,352.46110861361683
60.0,23.0,3.0,0.16,135.57,1.44,-0.13,265.9080956572558
2.0,1.0,6.0,0.63,153.01,1.09,0.42,209.8281847734015
20.0,,2.0,0.51,192.75,0.92,1.18,294.5651880309054
,1.0,5.0,-0.08,,0.91,1.3,460.32511852276014
,27.0,1.0,1.01,91.71,0.55,0.03,213.26923368141078
91.0,4.0,,0.07,83.65,0.84,1.15,395.87874103208287
-3.0,23.0,7.0,0.08,139.74,,1.03,220.24799469813078
121.0,24.0,3.0,1.34,169.32,1.0,0.17,491.0222345374321
123.0,23.0,4.0,0.21,137.25,0.91,0.84,507.83678412737055
104.0,13.0,,0.22,90.48,0.57,0.71,361.8763440674707
3.0,7.0,2.0,,154.9,1.16,0.92,235.6434610300466
120.0,22.0,3.0,0.44,156.52,1.38,0.76,
18.0,14.0,8.0,1.23,47.34,0.54,0.03,116.54646627739893
0.0,8.0,1.0,0.97,132.13,0.61,,121.91465831158915
40.0,14.0,2.0,0.84,109.16,1.39,0.64,240.0606774103682
126.0,,1.0,1.23,204.88,0.97,0.44,479.23577366971193
7.0,18.0,5.0,,128.32,1.15,0.34,133.7147872442346
48.0,16.0,8.0,1.14,48.24,1.41,0.07,147.67134188149126
115.0,-4.0,2.0,0.51,78.72,1.11,0.79,
122.0,19.0,8.0,0.83,221.69,1.24,0.65,466.53481563943757
125.0,0.0,0.0,0.85,145.67,0.59,1.2,456.19113705542077
-1.0,-1.0,1.0,-0.14,93.39,1.04,1.17,182.77879654639216
38.0,25.0,4.0,,126.47,0.73,0.77,256.6899828205362
113.0,27.0,2.0,0.52,86.5,0.75,,360.40033534001657
-18.0,15.0,4.0,1.55,177.49,0.74,-0.13,110.50912713896885
128.0,-3.0,6.0,0.3,113.15,1.35,0.85,1327.7164145875167
69.0,12.0,5.0,0.35,65.24,,,304.8347619826948
28.0,6.0,2.0,0.76,,0.54,0.06,268.60361330330466
1.0,17.0,7.0,-0.13,128.21,,0.18,239.8062868163267
63.0,-2.0,3.0,1.51,,0.96,0.48,300.86416884816526
9.0,10.0,,0.76,,1.12,,163.97773938315507
91.0,4.0,4.0,1.25,,0.5,0.35,358.8672676745903
-19.0,27.0,6.0,1.06,155.27,0.67,1.03,134.5612459361482
83.0,-1.0,4.0,-0.01,70.7,0.62,0.75,271.79975726988175
18.0,8.0,6.0,0.8,144.4,0.9,0.88,233.46955524670966
81.0,9.0,0.0,0.76,33.28,0.81,0.18,280.5122474388204
9.0,13.0,5.0,0.29,154.7,,1.15,234.68431727267787
6.0,26.0,,0.38,171.58,,,169.96794554215288
-9.0,15.0,2.0,1.46,207.39,1.27,0.34,242.50803584976416
58.0,15.0,3.0,1.48,109.44,1.46,0.16,220.31119364608503
78.0,8.0,0.0,1.37,152.7,,0.52,275.8757378119522
29.0,-4.0,7.0,1.22,,0.91,0.78,179.23885797088607
58.0,8.0,4.0,0.55,172.82,1.12,1.21,339.82168592541177
,7.0,1.0,0.09,135.27,1.4,0.7,325.07788155083534
71.0,3.0,3.0,,86.47,1.1,1.11,305.22079476095115
117.0,-1.0,4.0,,,1.39,0.3,
110.0,7.0,,-0.11,60.09,0.53,0.8,368.8714808166525
18.0,24.0,0.0,0.85,119.94,1.44,1.04,226.5989076126782
79.0,7.0,4.0,0.55,82.34,0.71,,303.1463471553774
45.0,15.0,0.0,0.91,134.83,0.86,0.48,293.2100469172883
49.0,,1.0,1.06,66.62,0.75,1.1,169.69517598124077
128.0,27.0,5.0,0.62,168.53,0.94,0.18,469.22658325705856
37.0,,4.0,0.69,172.59,1.23,-0.14,290.50604416389814
63.0,18.0,5.0,0.24,76.41,0.89,,310.70682456258294
120.0,-3.0,8.0,0.97,89.54,1.44,0.96,450.11664298604256
54.0,1.0,3.0,0.64,146.59,1.29,0.4,330.5815518190753
47.0,17.0,0.0,1.2,116.21,1.31,0.55,236.20655084644142
37.0,25.0,6.0,1.42,133.91,0.66,0.7,209.6836160337694
101.0,26.0,3.0,0.86,57.05,1.37,0.9,348.39130438569873
119.0,18.0,4.0,1.59,143.12,1.48,-0.17,
35.0,13.0,6.0,-0.01,179.65,0.92,1.06,271.1818137880761
121.0,23.0,5.0,0.85,155.66,0.61,0.13,384.30532253296764
68.0,18.0,,0.07,38.31,0.58,-0.11,248.1691881252053
-2.0,,6.0,0.07,155.58,1.04,-0.13,170.53688779228023
103.0,-3.0,8.0,0.72,137.82,1.06,0.61,
100.0,12.0,8.0,1.1,115.57,1.21,0.77,385.06587542561266
61.0,20.0,6.0,0.28,136.61,,,321.9890284060996
55.0,6.0,2.0,0.91,128.61,1.28,0.42,249.40641176495842
107.0,20.0,6.0,1.17,,0.79,-0.13,307.8523855867538
46.0,16.0,4.0,0.37,128.82,0.59,0.4,234.52284352203228
52.0,,8.0,0.09,151.72,1.18,,344.66802976572325
,2.0,1.0,1.24,173.05,0.94,1.29,356.11540145629334
7.0,25.0,0.0,0.16,130.0,0.55,0.53,167.5115088457365
108.0,21.0,2.0,,121.1,1.19,0.19,426.1692847916694
119.0,2.0,3.0,0.07,174.62,0.55,0.06,433.11526036849534
47.0,14.0,2.0,1.12,103.23,1.11,0.47,241.1803050894959
110.0,-3.0,6.0,0.07,93.28,0.68,,423.55129023885206
113.0,6.0,0.0,1.0,139.57,0.8,0.17,380.54269626645157
108.0,15.0,4.0,1.31,100.8,,1.23,304.19261081601906
110.0,19.0,8.0,0.6,91.77,0.61,0.1,323.8673618744754
-18.0,26.0,3.0,-0.07,169.53,1.04,0.13,148.71211453529932
99.0,-4.0,4.0,0.9,101.46,,0.24,406.90316932368023
,22.0,4.0,0.73,88.68,1.4,0.55,395.4568490168889
125.0,3.0,3.0,0.96,103.51,0.62,0.17,360.9380575653506
76.0,27.0,0.0,1.55,,1.28,1.18,300.4537916343998
5.0,13.0,8.0,1.6,83.78,0.93,1.16,181.40562947369466
129.0,6.0,2.0,1.29,151.74,1.17,0.23,406.5699453469071
62.0,21.0,4.0,0.85,77.89,1.21,0.74,248.7720696987221
49.0,,,,139.29,1.1,0.05,323.3081264097042
41.0,24.0,7.0,0.59,152.9,1.31,0.11,336.24705454002736
48.0,11.0,,0.79,42.97,1.02,1.19,213.71268939891976
107.0,26.0,0.0,1.25,83.07,,-0.12,313.5447120154303
-6.0,19.0,8.0,1.38,115.85,1.08,0.75,144.46441782598538
127.0,25.0,7.0,0.17,128.14,1.18,0.68,491.3445039294081
27.0,,0.0,0.54,83.8,0.68,0.69,180.2410701717858
30.0,13.0,0.0,1.26,,1.31,1.1,298.1798205139851
52.0,,5.0,0.57,143.77,0.73,-0.09,245.96169485989208
-1.0,8.0,4.0,,102.44,,1.11,
114.0,14.0,7.0,0.94,,1.37,0.05,426.57931524305457
,25.0,2.0,1.04,69.83,0.75,0.14,168.35671752666457
-12.0,22.0,,0.25,17.41,1.41,1.26,196.60696827641135
,11.0,7.0,1.29,73.99,1.48,1.14,
115.0,17.0,,0.52,61.1,0.63,1.16,331.87688429245316
29.0,26.0,4.0,-0.19,155.95,0.79,0.18,252.70498846642857
98.0,18.0,2.0,0.35,103.94,1.43,0.2,384.85605521620516
,1.0,4.0,0.07,97.16,,,207.80990952753808
42.0,,5.0,0.67,118.69,1.36,-0.01,231.5971546916237
104.0,20.0,8.0,1.23,136.43,1.42,0.04,364.7517786074315
68.0,20.0,5.0,1.15,,1.0,1.2,292.5732949810787
76.0,-2.0,3.0,0.2,134.78,0.63,1.0,263.6879671659674
99.0,9.0,,0.04,179.09,0.57,0.42,398.16910749943213
100.0,18.0,6.0,-0.06,91.11,1.32,0.39,1294.4528545523044
54.0,13.0,3.0,1.41,142.83,,0.95,313.4661384734697
62.0,12.0,4.0,1.03,128.55,0.95,-0.15,232.42766404402352
65.0,26.0,8.0,0.93,,0.76,0.59,310.2963971261744
-12.0,6.0,2.0,1.4,165.73,1.29,0.27,129.9291797219818
117.0,8.0,3.0,1.49,126.26,0.7,0.76,
128.0,9.0,6.0,0.13,65.3,1.44,0.31,393.81615336049606
-1.0,10.0,5.0,0.83,62.68,0.63,0.25,128.816195175053
119.0,8.0,4.0,0.23,110.48,1.49,0.32,416.4919752253146
-15.0,5.0,6.0,,61.46,0.97,0.61,
124.0,-1.0,4.0,0.58,95.56,0.94,0.78,384.9236470982233
36.0,-2.0,,1.37,85.28,0.78,,
48.0,,5.0,-0.09,182.9,,0.42,303.8590940674855
58.0,15.0,4.0,,,0.64,-0.16,237.02668885691645
91.0,14.0,1.0,0.62,139.02,1.02,0.76,422.1147777435633
46.0,5.0,2.0,,,0.87,0.76,250.46615927331283
110.0,20.0,8.0,-0.04,166.19,0.82,0.55,495.83284776339747
75.0,,8.0,0.46,136.69,1.05,0.93,382.64149489275263
51.0,15.0,1.0,0.51,136.05,0.81,0.57,253.99537326339603
113.0,18.0,,0.19,120.8,0.88,0.54,414.46113281860755
-16.0,-1.0,7.0,0.57,120.75,1.47,1.22,176.79143813082902
90.0,4.0,7.0,0.62,171.19,,0.62,
-5.0,20.0,5.0,0.86,100.04,1.44,1.25,232.29890695024628
32.0,4.0,6.0,0.57,162.62,1.17,,250.80691511909745
-4.0,11.0,1.0,0.56,167.07,1.4,0.86,211.77215925893063
18.0,1.0,2.0,0.67,116.87,0.62,1.14,197.87991525526738
112.0,24.0,,0.39,139.81,1.02,1.02,520.9304994649158
67.0,21.0,2.0,0.59,118.04,0.63,0.06,272.5485374852964
70.0,24.0,6.0,,71.94,1.03,,321.79765409979996
4.0,20.0,,0.27,107.73,0.95,0.51,222.21862462858363
0.0,-2.0,,0.97,148.9,0.54,0.83,151.55883283394311
89.0,9.0,1.0,1.13,62.88,1.12,1.15,265.12224757927135
115.0,-3.0,4.0,0.31,100.17,1.04,0.36,406.5225356589182
13.0,9.0,6.0,0.45,113.04,1.19,-0.07,199.9817096258041
14.0,8.0,6.0,-0.04,202.78,0.76,0.16,248.9593790543481
5.0,,7.0,-0.09,181.14,1.03,0.72,255.48879429610224
79.0,27.0,5.0,0.97,109.8,1.3,0.21,311.3230703537014
14.0,,7.0,1.34,129.58,0.75,,110.11266831732533
-6.0,21.0,8.0,,76.92,,0.85,75.10226275544983
46.0,10.0,8.0,0.52,69.51,1.37,0.55,301.2807972266653
116.0,-3.0,5.0,1.16,180.7,0.8,0.65,408.7197757337676
86.0,2.0,7.0,0.32,88.31,0.51,0.14,332.24019337364336
,21.0,7.0,0.65,74.17,0.5,0.81,337.79904530016864
-11.0,26.0,2.0,1.33,85.23,0.83,0.2,78.15233015887291
104.0,16.0,,0.62,160.12,1.44,0.93,424.70878935629156
54.0,-1.0,4.0,1.44,101.64,0.71,1.26,231.7774809204449
90.0,23.0,5.0,1.41,55.95,1.23,0.46,242.37646860682202
55.0,24.0,8.0,,155.24,0.87,0.68,361.37332307303296
35.0,13.0,2.0,0.94,,1.03,0.03,216.16342670685896
-18.0,23.0,7.0,0.51,161.98,1.2,0.86,205.5401146859366
10.0,24.0,6.0,1.14,166.84,0.7,0.63,185.14010777822753
107.0,-1.0,8.0,0.8,68.59,1.31,0.55,307.15155500577055
25.0,26.0,7.0,,,1.18,0.85,270.34644794298276
99.0,21.0,1.0,0.04,,1.45,,408.13274198712327
72.0,24.0,1.0,0.35,,1.48,0.03,274.57971673477635
120.0,17.0,1.0,0.49,65.91,1.01,0.14,374.6942451960134
,10.0,6.0,,,0.5,1.23,168.15495052051895
118.0,17.0,3.0,0.99,46.34,0.71,0.35,332.02991304607133
-10.0,3.0,8.0,0.64,91.57,1.39,0.93,157.54646172423097
47.0,1.0,7.0,0.95,140.29,,-0.08,310.5436712651706
129.0,16.0,3.0,1.17,231.73,1.18,0.55,489.93342239283317
77.0,26.0,8.0,1.02,115.2,0.79,0.24,924.0073691389198
,,,-0.13,82.74,0.97,,270.613427736535
10.0,8.0,8.0,,126.38,0.96,0.34,83.83612590743496
71.0,-2.0,1.0,-0.11,94.02,0.81,0.19,268.2988590333571
66.0,27.0,1.0,0.25,94.49,0.94,,273.04790828429753
-18.0,-1.0,4.0,1.39,199.06,0.89,-0.19,157.21521678027207
64.0,17.0,6.0,1.03,238.86,1.46,-0.12,378.621481225867
39.0,23.0,0.0,0.1,173.15,,-0.03,
64.0,4.0,6.0,1.47,,0.82,0.82,229.2002567145837
,,1.0,1.1,45.06,1.1,0.51,13.555730393785481
80.0,-1.0,6.0,0.93,133.08,0.65,0.33,
119.0,24.0,2.0,0.82,70.02,1.4,0.42,436.3044130797481
66.0,3.0,,1.34,137.43,0.97,,237.7000794801988
,,0.0,,118.03,1.19,0.22,301.1398135958988
66.0,25.0,5.0,1.01,78.34,0.51,0.65,180.03579098898192
122.0,16.0,2.0,0.63,148.13,1.22,1.13,448.52087688584817
120.0,16.0,7.0,0.58,,1.35,,462.7107278464505
78.0,3.0,0.0,0.39,186.04,0.66,-0.18,305.96075106691325
23.0,,4.0,1.1,66.74,0.76,0.38,136.7488883319544
17.0,4.0,2.0,1.15,119.87,1.06,1.04,178.8047160793638
-17.0,23.0,5.0,1.36,133.79,,,67.50890409674479
26.0,15.0,4.0,-0.01,79.07,0.65,0.78,208.81413341136442
-13.0,11.0,,0.03,151.91,0.66,0.44,
77.0,3.0,5.0,0.05,136.07,0.55,0.41,326.2765193904064
-13.0,,4.0,-0.13,169.19,1.02,0.07,185.39016360998147
70.0,,,0.26,116.53,0.52,0.59,272.47889569617774
54.0,3.0,3.0,-0.01,108.42,1.44,0.5,351.99260565387
38.0,-2.0,4.0,0.46,8.58,0.61,0.34,136.94200942421207
38.0,15.0,5.0,0.82,130.02,1.0,,231.19359825884956
-4.0,22.0,7.0,0.14,,1.43,0.1,216.98579747031232
101.0,,7.0,0.36,108.08,1.18,0.75,394.09485813691435
30.0,0.0,2.0,0.56,,,0.88,309.55262312123364
36.0,,6.0,0.94,147.52,0.87,0.93,259.4040452053027
99.0,11.0,1.0,0.91,51.79,1.37,0.91,318.4035839591448
117.0,11.0,6.0,1.52,148.48,0.86,,387.00255453478286
13.0,1.0,5.0,1.57,127.54,1.2,0.7,239.86049886899013
101.0,22.0,4.0,1.24,44.96,0.97,0.67,313.1118602437649
122.0,7.0,5.0,0.44,93.86,1.31,0.82,404.51037914459016
65.0,17.0,4.0,1.5,125.67,1.45,0.0,295.3219376240115
121.0,,6.0,0.3,171.18,0.5,0.04,407.34810298020176
88.0,10.0,,,144.71,,-0.05,380.6693044613369
-4.0,7.0,,-0.02,158.55,,-0.05,164.24026132666265
86.0,-3.0,,-0.19,51.05,0.57,0.12,345.6015840422761
,15.0,6.0,0.28,100.24,1.19,0.35,310.0579762762959
72.0,9.0,7.0,0.01,115.23,1.38,0.46,315.12149559357334
64.0,13.0,8.0,0.02,94.92,,0.46,268.21305939435797
27.0,21.0,3.0,1.47,110.68,,0.08,229.57339538336777
109.0,25.0,5.0,0.24,130.49,0.65,0.56,405.89966545148246
104.0,10.0,6.0,-0.12,93.77,1.12,0.23,320.38024022826005
31.0,0.0,6.0,0.93,3.83,0.56,0.35,84.278685623248
,5.0,3.0,0.77,136.98,1.28,0.75,325.98352488911274
,22.0,7.0,0.05,191.29,1.29,0.93,966.0293038487607
79.0,11.0,6.0,0.75,104.31,1.37,0.53,320.10116820833383
6.0,9.0,2.0,0.6,112.12,1.26,0.33,226.5565928508328
36.0,22.0,0.0,0.61,46.16,1.25,-0.01,184.6177948045138
85.0,-3.0,2.0,-0.01,107.01,1.13,,292.2671199015999
-9.0,20.0,7.0,1.35,101.28,,1.17,139.09708522259868
49.0,,5.0,1.08,194.54,,0.05,
80.0,12.0,2.0,1.34,,,0.67,294.0814466143661
36.0,7.0,1.0,0.74,56.11,0.63,0.75,133.45910413274564
4.0,17.0,4.0,1.5,140.81,,0.32,123.20214471438332
-1.0,4.0,0.0,0.52,140.8,0.85,0.88,172.90805419265732
113.0,14.0,4.0,1.07,148.62,,0.32,359.5711962311915
98.0,22.0,7.0,1.6,134.67,1.06,1.1,354.4717496934889
76.0,5.0,5.0,0.76,157.19,0.96,-0.13,316.1676039346755
91.0,4.0,3.0,-0.15,123.56,0.63,0.1,351.2627005068894
101.0,-3.0,8.0,-0.08,149.22,0.91,-0.17,1258.169377252188
92.0,-3.0,4.0,-0.19,,1.43,0.01,416.252814334514
45.0,5.0,5.0,0.8,137.02,0.98,0.87,324.6872064725996
96.0,26.0,6.0,1.34,148.19,0.81,0.14,330.53367821795115
109.0,13.0,4.0,1.39,93.12,1.32,-0.12,357.4417031100259
121.0,-2.0,0.0,0.38,100.96,1.02,0.6,433.4079242812723
-18.0,15.0,,0.63,158.93,1.17,0.87,199.70871339401592
104.0,25.0,6.0,0.76,141.82,0.56,0.47,404.0576227385123
-9.0,-2.0,6.0,0.16,141.56,1.14,0.25,210.44902987410222
52.0,17.0,7.0,0.87,80.93,0.68,-0.07,255.15189720576868
-17.0,1.0,2.0,,160.44,0.62,0.35,157.56298972699966
,6.0,8.0,0.05,173.9,1.16,0.55,449.4656619817894
32.0,,2.0,0.52,132.81,0.57,-0.12,228.69869807548034
48.0,16.0,5.0,0.92,103.71,0.92,0.8,
55.0,13.0,7.0,1.02,133.84,,1.0,
118.0,5.0,0.0,0.49,149.96,1.15,1.18,402.29526099372026
71.0,24.0,7.0,0.74,153.85,0.89,0.91,369.6216116802402
105.0,,0.0,,122.53,0.62,0.51,359.1199983881699
6.0,,6.0,0.76,124.23,,,233.24053216079645
-18.0,19.0,3.0,0.03,127.64,1.04,1.01,156.80287451024438
0.0,,0.0,1.06,138.07,0.82,0.23,102.21373482539934
118.0,20.0,7.0,,139.47,1.21,0.23,420.3966023274866
7.0,13.0,8.0,0.62,42.61,1.36,0.12,188.43324718686165
60.0,20.0,2.0,0.82,160.96,0.64,0.9,264.3232250558972
92.0,6.0,3.0,,110.0,1.35,0.97,371.73695290833064
107.0,11.0,1.0,,37.54,1.34,1.02,387.38037258592624
23.0,27.0,3.0,0.21,45.29,1.08,0.11,132.0706213137753
47.0,2.0,0.0,0.02,103.19,1.47,,343.6143860407168
88.0,18.0,1.0,0.56,,1.39,-0.04,
,-4.0,1.0,1.35,160.49,1.25,0.56,422.67865120753015
99.0,5.0,2.0,0.35,181.77,0.78,0.64,420.0435623099407
5.0,,6.0,,138.44,1.49,0.36,173.32638363878704
-18.0,5.0,5.0,0.34,97.88,1.39,0.26,188.23017255853614
118.0,6.0,4.0,0.27,93.01,0.6,0.52,
-15.0,3.0,,0.3,135.66,1.17,-0.12,162.2421210569214
31.0,22.0,7.0,0.71,107.5,1.21,0.46,208.036661563961
12.0,7.0,4.0,0.03,66.75,0.82,0.44,170.86969494624503
124.0,27.0,1.0,0.31,106.48,1.17,,459.8505444778429
19.0,14.0,3.0,0.89,141.65,0.95,1.19,
125.0,27.0,,0.07,80.75,0.77,1.03,420.78699185771495
23.0,15.0,6.0,0.51,,1.2,0.63,294.66771338697816
90.0,6.0,2.0,-0.07,101.48,1.4,0.02,
-17.0,21.0,4.0,,144.82,0.56,0.13,121.66271107443946
79.0,24.0,4.0,1.5,117.46,0.83,-0.05,
36.0,22.0,4.0,0.73,120.21,,-0.17,248.18996858875826
58.0,-1.0,,-0.03,14.09,0.77,-0.02,215.05926314715288
69.0,-3.0,7.0,0.23,70.72,1.39,1.01,360.10622903698754
7.0,14.0,4.0,1.27,107.44,0.99,0.12,97.79414110068089
73.0,0.0,4.0,-0.18,127.61,0.71,0.0,333.42459108490004
71.0,11.0,5.0,1.1,,1.0,1.08,962.7448767137242
88.0,26.0,8.0,0.26,155.12,0.85,0.54,1130.2633896880393
77.0,-2.0,6.0,0.46,,0.68,-0.03,259.22703369141004
-11.0,,8.0,,155.01,0.59,,113.07081680846579
28.0,19.0,7.0,1.1,132.97,1.03,0.26,172.56106626586552
58.0,26.0,7.0,1.5,107.16,,0.89,267.51275278760625
7.0,3.0,,1.41,122.71,0.75,0.7,143.58762460302583
5.0,21.0,2.0,1.23,166.93,1.5,,223.10790092675884
87.0,-2.0,8.0,0.25,77.39,0.51,1.09,283.44996205527485
108.0,,7.0,1.37,147.66,,-0.12,335.1806801716588
65.0,12.0,3.0,-0.15,85.4,1.01,1.22,351.5460645599983
66.0,18.0,3.0,0.42,120.96,1.39,1.02,
115.0,-2.0,7.0,1.37,127.59,0.7,0.68,441.1764117031313
104.0,22.0,8.0,0.45,71.25,0.91,0.37,352.7872174289917
95.0,18.0,,0.99,181.88,1.14,-0.03,
,24.0,5.0,0.94,167.99,,1.11,445.1971690862487
45.0,24.0,4.0,-0.07,146.09,0.64,0.31,
119.0,3.0,,1.28,192.52,0.65,0.84,
125.0,5.0,6.0,0.89,114.69,0.92,1.0,396.7825993546618
38.0,18.0,2.0,0.01,85.33,0.52,1.18,209.86715354377236
-14.0,16.0,4.0,0.56,,1.09,0.74,143.56241760827385
78.0,,3.0,,64.32,1.25,1.12,407.49828639084086
56.0,9.0,2.0,0.67,153.29,0.66,0.81,327.12597126171386
47.0,20.0,8.0,-0.05,50.23,0.66,,226.30195254050102
,,0.0,0.87,187.98,0.51,,336.487314900379
125.0,25.0,,0.35,118.85,,-0.02,404.67152725094576
128.0,,0.0,,192.58,0.91,0.95,498.7809332490133
82.0,1.0,1.0,1.55,67.6,1.24,0.73,302.50055928167
104.0,18.0,4.0,1.17,120.82,1.07,0.61,389.989206749845
,2.0,7.0,,157.82,0.51,,393.6815696370529
56.0,11.0,3.0,0.52,76.04,1.27,0.59,
29.0,13.0,0.0,0.77,127.24,1.1,0.19,167.58834349253897
63.0,21.0,7.0,,130.92,0.84,0.98,289.39183811219544
-13.0,0.0,8.0,0.82,119.33,1.06,1.02,171.5943384050662
111.0,1.0,1.0,1.49,62.69,1.48,0.37,397.46450081394534
49.0,13.0,7.0,1.28,156.96,1.42,,239.9222837949564
3.0,20.0,4.0,1.49,208.56,0.55,0.28,152.79005381239398
103.0,17.0,1.0,-0.16,47.93,0.75,0.47,365.05863405143504
3.0,16.0,2.0,-0.15,159.61,0.8,0.4,247.4466395307657
-1.0,3.0,0.0,1.38,55.78,1.29,1.26,108.45314507003808
120.0,3.0,2.0,1.44,,1.47,-0.03,326.62412928038117
97.0,25.0,1.0,1.01,159.93,1.31,1.2,411.8648011934629
77.0,23.0,0.0,0.03,57.09,1.41,0.72,327.598174610837
51.0,9.0,3.0,-0.17,113.47,0.72,0.49,324.42592955975147
26.0,12.0,4.0,0.86,86.7,,0.93,181.3511302049815
-16.0,27.0,4.0,0.67,,0.81,0.55,148.16150741783522
123.0,18.0,6.0,0.4,65.04,0.64,0.4,342.0969788126764
85.0,1.0,7.0,1.37,130.47,0.56,0.19,281.92252879979145
121.0,-2.0,6.0,0.34,157.84,0.71,0.48,452.2281810305506
74.0,-4.0,3.0,1.08,138.8,0.57,1.15,294.983472914507
98.0,13.0,1.0,0.17,116.03,1.28,-0.07,338.1484258528672
78.0,24.0,0.0,0.26,103.47,1.49,,282.88436629974643
95.0,12.0,6.0,,,0.93,0.98,346.2987633212707
122.0,14.0,5.0,0.51,129.61,0.83,0.61,402.2966468939128
-1.0,9.0,2.0,0.64,128.65,1.26,1.12,
